year,country,value,indicator
2023,阿联酋,1.0,TOP500上榜数
2024,阿联酋,3.0,TOP500上榜数
2025,阿联酋,5.0,TOP500上榜数
2016,韩国,4.0,TOP500上榜数
2017,韩国,5.0,TOP500上榜数
2018,韩国,6.0,TOP500上榜数
2019,韩国,3.0,TOP500上榜数
2020,韩国,3.0,TOP500上榜数
2021,韩国,7.0,TOP500上榜数
2022,韩国,8.0,TOP500上榜数
2023,韩国,12.0,TOP500上榜数
2024,韩国,13.0,TOP500上榜数
2025,韩国,15.0,TOP500上榜数
2016,中国,0.1,互联网带宽
2017,中国,0.15,互联网带宽
2018,中国,0.2,互联网带宽
2019,中国,0.3,互联网带宽
2020,中国,0.5,互联网带宽
2021,中国,1.0,互联网带宽
2022,中国,2.0,互联网带宽
2023,中国,3.0,互联网带宽
2024,中国,0.4,互联网带宽
2025,中国,0.4,互联网带宽
2016,加拿大,0.01,互联网带宽
2017,加拿大,0.01,互联网带宽
2018,加拿大,0.02,互联网带宽
2019,加拿大,0.03,互联网带宽
2020,加拿大,0.05,互联网带宽
2021,加拿大,0.1,互联网带宽
2022,加拿大,0.2,互联网带宽
2023,加拿大,0.3,互联网带宽
2024,加拿大,0.5,互联网带宽
2025,加拿大,0.5,互联网带宽
2016,印度,0.01,互联网带宽
2017,印度,0.01,互联网带宽
2018,印度,0.01,互联网带宽
2019,印度,0.02,互联网带宽
2020,印度,0.05,互联网带宽
2021,印度,0.2,互联网带宽
2022,印度,0.5,互联网带宽
2023,印度,0.8,互联网带宽
2024,印度,1.0,互联网带宽
2025,印度,1.2,互联网带宽
2016,德国,0.03,互联网带宽
2017,德国,0.04,互联网带宽
2018,德国,0.05,互联网带宽
2019,德国,0.06,互联网带宽
2020,德国,0.1,互联网带宽
2021,德国,0.2,互联网带宽
2022,德国,0.3,互联网带宽
2023,德国,0.04,互联网带宽
2024,德国,0.05,互联网带宽
2025,德国,0.05,互联网带宽
2016,日本,0.02,互联网带宽
2017,日本,0.03,互联网带宽
2018,日本,0.04,互联网带宽
2019,日本,0.05,互联网带宽
2020,日本,0.1,互联网带宽
2021,日本,0.2,互联网带宽
2022,日本,0.5,互联网带宽
2023,日本,1.0,互联网带宽
2024,日本,1.2,互联网带宽
2025,日本,1.4,互联网带宽
2016,法国,0.01,互联网带宽
2017,法国,0.02,互联网带宽
2018,法国,0.03,互联网带宽
2019,法国,0.04,互联网带宽
2020,法国,0.1,互联网带宽
2021,法国,0.5,互联网带宽
2022,法国,1.0,互联网带宽
2023,法国,1.5,互联网带宽
2024,法国,2.0,互联网带宽
2025,法国,2.4,互联网带宽
2016,美国,0.3,互联网带宽
2017,美国,0.5,互联网带宽
2018,美国,1.0,互联网带宽
2019,美国,2.0,互联网带宽
2020,美国,5.0,互联网带宽
2021,美国,10.0,互联网带宽
2022,美国,20.0,互联网带宽
2023,美国,30.0,互联网带宽
2024,美国,35.0,互联网带宽
2025,美国,39.7,互联网带宽
2016,英国,0.02,互联网带宽
2017,英国,0.03,互联网带宽
2018,英国,0.04,互联网带宽
2019,英国,0.05,互联网带宽
2020,英国,0.1,互联网带宽
2021,英国,0.2,互联网带宽
2022,英国,0.5,互联网带宽
2023,英国,0.1,互联网带宽
2024,英国,0.12,互联网带宽
2025,英国,0.12,互联网带宽
2016,阿联酋,0.01,互联网带宽
2017,阿联酋,0.01,互联网带宽
2018,阿联酋,0.01,互联网带宽
2019,阿联酋,0.02,互联网带宽
2020,阿联酋,0.05,互联网带宽
2021,阿联酋,1.0,互联网带宽
2022,阿联酋,5.0,互联网带宽
2023,阿联酋,10.0,互联网带宽
2024,阿联酋,20.0,互联网带宽
2025,阿联酋,23.1,互联网带宽
2016,韩国,0.01,互联网带宽
2017,韩国,0.02,互联网带宽
2018,韩国,0.03,互联网带宽
2019,韩国,0.04,互联网带宽
2020,韩国,0.1,互联网带宽
2021,韩国,0.5,互联网带宽
2022,韩国,1.0,互联网带宽
2023,韩国,3.0,互联网带宽
2024,韩国,4.0,互联网带宽
2025,韩国,5.1,互联网带宽
2016,中国,50.0,互联网普及率
2017,中国,52.0,互联网普及率
2018,中国,56.0,互联网普及率
2019,中国,59.0,互联网普及率
2020,中国,62.0,互联网普及率
2021,中国,65.0,互联网普及率
2022,中国,69.0,互联网普及率
2023,中国,72.0,互联网普及率
2024,中国,75.0,互联网普及率
2025,中国,80.0,互联网普及率
2016,加拿大,89.0,互联网普及率
2017,加拿大,90.0,互联网普及率
2018,加拿大,91.0,互联网普及率
2019,加拿大,92.0,互联网普及率
2020,加拿大,93.0,互联网普及率
2021,加拿大,94.0,互联网普及率
2022,加拿大,95.0,互联网普及率
2023,加拿大,95.0,互联网普及率
2024,加拿大,96.0,互联网普及率
2025,加拿大,97.0,互联网普及率
2016,印度,29.0,互联网普及率
2017,印度,31.0,互联网普及率
2018,印度,34.0,互联网普及率
2019,印度,36.0,互联网普及率
2020,印度,40.0,互联网普及率
2021,印度,43.0,互联网普及率
2022,印度,47.0,互联网普及率
2023,印度,52.0,互联网普及率
2024,印度,56.0,互联网普及率
2025,印度,60.0,互联网普及率
2016,德国,89.0,互联网普及率
2017,德国,90.0,互联网普及率
2018,德国,91.0,互联网普及率
2019,德国,92.0,互联网普及率
2020,德国,93.0,互联网普及率
2021,德国,94.0,互联网普及率
2022,德国,95.0,互联网普及率
2023,德国,96.0,互联网普及率
2024,德国,96.0,互联网普及率
2025,德国,97.0,互联网普及率
2016,日本,93.0,互联网普及率
2017,日本,94.0,互联网普及率
2018,日本,95.0,互联网普及率
2019,日本,96.0,互联网普及率
2020,日本,97.0,互联网普及率
2021,日本,97.0,互联网普及率
2022,日本,98.0,互联网普及率
2023,日本,98.0,互联网普及率
2024,日本,99.0,互联网普及率
2025,日本,99.0,互联网普及率
2016,法国,86.0,互联网普及率
2017,法国,87.0,互联网普及率
2018,法国,88.0,互联网普及率
2019,法国,89.0,互联网普及率
2020,法国,90.0,互联网普及率
2021,法国,91.0,互联网普及率
2022,法国,92.0,互联网普及率
2023,法国,93.0,互联网普及率
2024,法国,94.0,互联网普及率
2025,法国,95.0,互联网普及率
2016,美国,88.0,互联网普及率
2017,美国,89.0,互联网普及率
2018,美国,90.0,互联网普及率
2019,美国,90.0,互联网普及率
2020,美国,91.0,互联网普及率
2021,美国,92.0,互联网普及率
2022,美国,92.0,互联网普及率
2023,美国,93.0,互联网普及率
2024,美国,93.0,互联网普及率
2025,美国,94.0,互联网普及率
2016,英国,93.0,互联网普及率
2017,英国,94.0,互联网普及率
2018,英国,95.0,互联网普及率
2019,英国,95.0,互联网普及率
2020,英国,96.0,互联网普及率
2021,英国,96.0,互联网普及率
2022,英国,97.0,互联网普及率
2023,英国,97.0,互联网普及率
2024,英国,98.0,互联网普及率
2025,英国,98.0,互联网普及率
2016,阿联酋,91.0,互联网普及率
2017,阿联酋,92.0,互联网普及率
2018,阿联酋,93.0,互联网普及率
2019,阿联酋,94.0,互联网普及率
2020,阿联酋,96.0,互联网普及率
2021,阿联酋,97.0,互联网普及率
2022,阿联酋,98.0,互联网普及率
2023,阿联酋,99.0,互联网普及率
2024,阿联酋,99.0,互联网普及率
2025,阿联酋,99.0,互联网普及率
2016,韩国,92.0,互联网普及率
2017,韩国,93.0,互联网普及率
2018,韩国,95.0,互联网普及率
2019,韩国,96.0,互联网普及率
2020,韩国,97.0,互联网普及率
2021,韩国,98.0,互联网普及率
2022,韩国,98.0,互联网普及率
2023,韩国,99.0,互联网普及率
2024,韩国,99.0,互联网普及率
2025,韩国,99.0,互联网普及率
2016,中国,100.0,企业研发支出
2017,中国,150.0,企业研发支出
2018,中国,200.0,企业研发支出
2019,中国,250.0,企业研发支出
2020,中国,300.0,企业研发支出
2021,中国,350.0,企业研发支出
2022,中国,400.0,企业研发支出
2023,中国,450.0,企业研发支出
2024,中国,500.0,企业研发支出
2025,中国,550.0,企业研发支出
2016,加拿大,15.0,企业研发支出
2017,加拿大,18.0,企业研发支出
2018,加拿大,20.0,企业研发支出
2019,加拿大,22.0,企业研发支出
2020,加拿大,25.0,企业研发支出
2021,加拿大,30.0,企业研发支出
2022,加拿大,35.0,企业研发支出
2023,加拿大,40.0,企业研发支出
2024,加拿大,45.0,企业研发支出
2025,加拿大,50.0,企业研发支出
2016,印度,10.0,企业研发支出
2017,印度,12.0,企业研发支出
2018,印度,15.0,企业研发支出
2019,印度,18.0,企业研发支出
2020,印度,20.0,企业研发支出
2021,印度,25.0,企业研发支出
2022,印度,30.0,企业研发支出
2023,印度,35.0,企业研发支出
2024,印度,40.0,企业研发支出
2025,印度,45.0,企业研发支出
2016,德国,50.0,企业研发支出
2017,德国,55.0,企业研发支出
2018,德国,60.0,企业研发支出
2019,德国,65.0,企业研发支出
2020,德国,70.0,企业研发支出
2021,德国,75.0,企业研发支出
2022,德国,80.0,企业研发支出
2023,德国,85.0,企业研发支出
2024,德国,90.0,企业研发支出
2025,德国,95.0,企业研发支出
2016,日本,80.0,企业研发支出
2017,日本,85.0,企业研发支出
2018,日本,90.0,企业研发支出
2019,日本,95.0,企业研发支出
2020,日本,100.0,企业研发支出
2021,日本,105.0,企业研发支出
2022,日本,110.0,企业研发支出
2023,日本,115.0,企业研发支出
2024,日本,120.0,企业研发支出
2025,日本,125.0,企业研发支出
2016,法国,25.0,企业研发支出
2017,法国,30.0,企业研发支出
2018,法国,35.0,企业研发支出
2019,法国,40.0,企业研发支出
2020,法国,45.0,企业研发支出
2021,法国,50.0,企业研发支出
2022,法国,55.0,企业研发支出
2023,法国,60.0,企业研发支出
2024,法国,65.0,企业研发支出
2025,法国,70.0,企业研发支出
2016,美国,250.0,企业研发支出
2017,美国,300.0,企业研发支出
2018,美国,350.0,企业研发支出
2019,美国,400.0,企业研发支出
2020,美国,450.0,企业研发支出
2021,美国,500.0,企业研发支出
2022,美国,550.0,企业研发支出
2023,美国,600.0,企业研发支出
2024,美国,650.0,企业研发支出
2025,美国,700.0,企业研发支出
2016,英国,20.0,企业研发支出
2017,英国,25.0,企业研发支出
2018,英国,30.0,企业研发支出
2019,英国,35.0,企业研发支出
2020,英国,40.0,企业研发支出
2021,英国,45.0,企业研发支出
2022,英国,50.0,企业研发支出
2023,英国,55.0,企业研发支出
2024,英国,60.0,企业研发支出
2025,英国,65.0,企业研发支出
2016,阿联酋,2.0,企业研发支出
2017,阿联酋,3.0,企业研发支出
2018,阿联酋,5.0,企业研发支出
2019,阿联酋,7.0,企业研发支出
2020,阿联酋,10.0,企业研发支出
2021,阿联酋,15.0,企业研发支出
2022,阿联酋,20.0,企业研发支出
2023,阿联酋,25.0,企业研发支出
2024,阿联酋,30.0,企业研发支出
2025,阿联酋,35.0,企业研发支出
2016,韩国,30.0,企业研发支出
2017,韩国,35.0,企业研发支出
2018,韩国,40.0,企业研发支出
2019,韩国,45.0,企业研发支出
2020,韩国,50.0,企业研发支出
2021,韩国,55.0,企业研发支出
2022,韩国,60.0,企业研发支出
2023,韩国,65.0,企业研发支出
2024,韩国,70.0,企业研发支出
2025,韩国,75.0,企业研发支出
2016,中国,1105.817,国际AI投资
2017,中国,1993.345,国际AI投资
2018,中国,3807.741,国际AI投资
2019,中国,2190.034,国际AI投资
2020,中国,4551.189,国际AI投资
2021,中国,7223.848,国际AI投资
2022,中国,5901.307,国际AI投资
2023,中国,3185.009,国际AI投资
2024,中国,3056.784,国际AI投资
2025,中国,2813.466,国际AI投资
2016,加拿大,85.0,国际AI投资
2017,加拿大,115.0,国际AI投资
2018,加拿大,150.0,国际AI投资
2019,加拿大,180.0,国际AI投资
2020,加拿大,230.0,国际AI投资
2021,加拿大,320.0,国际AI投资
2022,加拿大,390.0,国际AI投资
2023,加拿大,450.0,国际AI投资
2024,加拿大,560.0,国际AI投资
2025,加拿大,690.0,国际AI投资
2016,印度,70.0,国际AI投资
2017,印度,110.0,国际AI投资
2018,印度,160.0,国际AI投资
2019,印度,220.0,国际AI投资
2020,印度,300.0,国际AI投资
2021,印度,420.0,国际AI投资
2022,印度,520.0,国际AI投资
2023,印度,620.0,国际AI投资
2024,印度,720.0,国际AI投资
2025,印度,850.0,国际AI投资
2016,德国,95.0,国际AI投资
2017,德国,130.0,国际AI投资
2018,德国,180.0,国际AI投资
2019,德国,210.0,国际AI投资
2020,德国,260.0,国际AI投资
2021,德国,340.0,国际AI投资
2022,德国,410.0,国际AI投资
2023,德国,470.0,国际AI投资
2024,德国,560.0,国际AI投资
2025,德国,680.0,国际AI投资
2016,日本,110.0,国际AI投资
2017,日本,150.0,国际AI投资
2018,日本,210.0,国际AI投资
2019,日本,260.0,国际AI投资
2020,日本,310.0,国际AI投资
2021,日本,420.0,国际AI投资
2022,日本,500.0,国际AI投资
2023,日本,560.0,国际AI投资
2024,日本,650.0,国际AI投资
2025,日本,780.0,国际AI投资
2016,法国,90.0,国际AI投资
2017,法国,120.0,国际AI投资
2018,法国,160.0,国际AI投资
2019,法国,200.0,国际AI投资
2020,法国,250.0,国际AI投资
2021,法国,350.0,国际AI投资
2022,法国,430.0,国际AI投资
2023,法国,500.0,国际AI投资
2024,法国,620.0,国际AI投资
2025,法国,750.0,国际AI投资
2016,美国,1045.203,国际AI投资
2017,美国,1973.519,国际AI投资
2018,美国,3904.755,国际AI投资
2019,美国,1966.652,国际AI投资
2020,美国,2481.838,国际AI投资
2021,美国,5473.457,国际AI投资
2022,美国,4503.865,国际AI投资
2023,美国,5171.173,国际AI投资
2024,美国,8664.232,国际AI投资
2025,美国,27214.42,国际AI投资
2016,英国,120.0,国际AI投资
2017,英国,160.0,国际AI投资
2018,英国,220.0,国际AI投资
2019,英国,260.0,国际AI投资
2020,英国,320.0,国际AI投资
2021,英国,420.0,国际AI投资
2022,英国,500.0,国际AI投资
2023,英国,560.0,国际AI投资
2024,英国,650.0,国际AI投资
2025,英国,780.0,国际AI投资
2016,阿联酋,60.0,国际AI投资
2017,阿联酋,45.0,国际AI投资
2018,阿联酋,70.0,国际AI投资
2019,阿联酋,90.0,国际AI投资
2020,阿联酋,140.0,国际AI投资
2021,阿联酋,220.0,国际AI投资
2022,阿联酋,260.0,国际AI投资
2023,阿联酋,300.0,国际AI投资
2024,阿联酋,350.0,国际AI投资
2025,阿联酋,420.0,国际AI投资
2016,韩国,80.0,国际AI投资
2017,韩国,110.0,国际AI投资
2018,韩国,150.0,国际AI投资
2019,韩国,190.0,国际AI投资
2020,韩国,240.0,国际AI投资
2021,韩国,330.0,国际AI投资
2022,韩国,390.0,国际AI投资
2023,韩国,450.0,国际AI投资
2024,韩国,540.0,国际AI投资
2025,韩国,660.0,国际AI投资
2016,中国,2.0,大模型数量
2017,中国,5.0,大模型数量
2018,中国,10.0,大模型数量
2019,中国,20.0,大模型数量
2020,中国,50.0,大模型数量
2021,中国,100.0,大模型数量
2022,中国,200.0,大模型数量
2023,中国,500.0,大模型数量
2024,中国,112.0,大模型数量
2025,中国,1509.0,大模型数量
2016,加拿大,1.0,大模型数量
2017,加拿大,2.0,大模型数量
2018,加拿大,2.0,大模型数量
2019,加拿大,3.0,大模型数量
2020,加拿大,4.0,大模型数量
2021,加拿大,5.0,大模型数量
2022,加拿大,6.0,大模型数量
2023,加拿大,7.0,大模型数量
2024,加拿大,7.0,大模型数量
2025,加拿大,10.0,大模型数量
2016,印度,0.0,大模型数量
2017,印度,1.0,大模型数量
2018,印度,1.0,大模型数量
2019,印度,2.0,大模型数量
2020,印度,3.0,大模型数量
2021,印度,5.0,大模型数量
2022,印度,7.0,大模型数量
2023,印度,10.0,大模型数量
2024,印度,12.0,大模型数量
2025,印度,15.0,大模型数量
2016,德国,1.0,大模型数量
2017,德国,1.0,大模型数量
2018,德国,2.0,大模型数量
2019,德国,3.0,大模型数量
2020,德国,4.0,大模型数量
2021,德国,5.0,大模型数量
2022,德国,7.0,大模型数量
2023,德国,10.0,大模型数量
2024,德国,12.0,大模型数量
2025,德国,15.0,大模型数量
2016,日本,1.0,大模型数量
2017,日本,1.0,大模型数量
2018,日本,2.0,大模型数量
2019,日本,3.0,大模型数量
2020,日本,4.0,大模型数量
2021,日本,5.0,大模型数量
2022,日本,7.0,大模型数量
2023,日本,10.0,大模型数量
2024,日本,12.0,大模型数量
2025,日本,15.0,大模型数量
2016,法国,1.0,大模型数量
2017,法国,1.0,大模型数量
2018,法国,2.0,大模型数量
2019,法国,3.0,大模型数量
2020,法国,4.0,大模型数量
2021,法国,5.0,大模型数量
2022,法国,7.0,大模型数量
2023,法国,10.0,大模型数量
2024,法国,18.0,大模型数量
2025,法国,20.0,大模型数量
2016,美国,5.0,大模型数量
2017,美国,10.0,大模型数量
2018,美国,15.0,大模型数量
2019,美国,20.0,大模型数量
2020,美国,30.0,大模型数量
2021,美国,50.0,大模型数量
2022,美国,80.0,大模型数量
2023,美国,120.0,大模型数量
2024,美国,154.0,大模型数量
2025,美国,200.0,大模型数量
2016,英国,1.0,大模型数量
2017,英国,2.0,大模型数量
2018,英国,3.0,大模型数量
2019,英国,4.0,大模型数量
2020,英国,5.0,大模型数量
2021,英国,7.0,大模型数量
2022,英国,10.0,大模型数量
2023,英国,12.0,大模型数量
2024,英国,15.0,大模型数量
2025,英国,20.0,大模型数量
2016,阿联酋,0.0,大模型数量
2017,阿联酋,0.0,大模型数量
2018,阿联酋,1.0,大模型数量
2019,阿联酋,1.0,大模型数量
2020,阿联酋,2.0,大模型数量
2021,阿联酋,3.0,大模型数量
2022,阿联酋,4.0,大模型数量
2023,阿联酋,5.0,大模型数量
2024,阿联酋,7.0,大模型数量
2025,阿联酋,10.0,大模型数量
2016,韩国,0.0,大模型数量
2017,韩国,1.0,大模型数量
2018,韩国,1.0,大模型数量
2019,韩国,2.0,大模型数量
2020,韩国,3.0,大模型数量
2021,韩国,5.0,大模型数量
2022,韩国,7.0,大模型数量
2023,韩国,10.0,大模型数量
2024,韩国,13.0,大模型数量
2025,韩国,15.0,大模型数量
2016,中国,10.0,政府AI投资
2017,中国,15.0,政府AI投资
2018,中国,20.0,政府AI投资
2019,中国,25.0,政府AI投资
2020,中国,30.0,政府AI投资
2021,中国,40.0,政府AI投资
2022,中国,50.0,政府AI投资
2023,中国,60.0,政府AI投资
2024,中国,70.0,政府AI投资
2025,中国,80.0,政府AI投资
2016,加拿大,0.5,政府AI投资
2017,加拿大,0.7,政府AI投资
2018,加拿大,1.0,政府AI投资
2019,加拿大,1.2,政府AI投资
2020,加拿大,1.5,政府AI投资
2021,加拿大,2.0,政府AI投资
2022,加拿大,2.4,政府AI投资
2023,加拿大,2.4,政府AI投资
2024,加拿大,2.4,政府AI投资
2025,加拿大,2.4,政府AI投资
2016,印度,0.2,政府AI投资
2017,印度,0.3,政府AI投资
2018,印度,0.5,政府AI投资
2019,印度,0.7,政府AI投资
2020,印度,1.0,政府AI投资
2021,印度,1.5,政府AI投资
2022,印度,2.0,政府AI投资
2023,印度,2.5,政府AI投资
2024,印度,3.0,政府AI投资
2025,印度,1.25,政府AI投资
2016,德国,0.8,政府AI投资
2017,德国,1.0,政府AI投资
2018,德国,1.2,政府AI投资
2019,德国,1.5,政府AI投资
2020,德国,2.0,政府AI投资
2021,德国,2.5,政府AI投资
2022,德国,3.0,政府AI投资
2023,德国,3.5,政府AI投资
2024,德国,4.0,政府AI投资
2025,德国,4.5,政府AI投资
2016,日本,0.6,政府AI投资
2017,日本,0.8,政府AI投资
2018,日本,1.0,政府AI投资
2019,日本,1.2,政府AI投资
2020,日本,1.5,政府AI投资
2021,日本,2.0,政府AI投资
2022,日本,2.5,政府AI投资
2023,日本,3.0,政府AI投资
2024,日本,3.5,政府AI投资
2025,日本,4.0,政府AI投资
2016,法国,0.4,政府AI投资
2017,法国,0.5,政府AI投资
2018,法国,0.7,政府AI投资
2019,法国,1.0,政府AI投资
2020,法国,1.5,政府AI投资
2021,法国,2.0,政府AI投资
2022,法国,3.0,政府AI投资
2023,法国,5.0,政府AI投资
2024,法国,10.0,政府AI投资
2025,法国,10.9,政府AI投资
2016,美国,5.0,政府AI投资
2017,美国,6.0,政府AI投资
2018,美国,8.0,政府AI投资
2019,美国,10.0,政府AI投资
2020,美国,15.0,政府AI投资
2021,美国,20.0,政府AI投资
2022,美国,25.0,政府AI投资
2023,美国,30.0,政府AI投资
2024,美国,35.0,政府AI投资
2025,美国,40.0,政府AI投资
2016,英国,1.0,政府AI投资
2017,英国,1.2,政府AI投资
2018,英国,1.5,政府AI投资
2019,英国,2.0,政府AI投资
2020,英国,2.5,政府AI投资
2021,英国,3.0,政府AI投资
2022,英国,3.5,政府AI投资
2023,英国,4.0,政府AI投资
2024,英国,4.5,政府AI投资
2025,英国,5.0,政府AI投资
2016,阿联酋,0.1,政府AI投资
2017,阿联酋,0.2,政府AI投资
2018,阿联酋,0.5,政府AI投资
2019,阿联酋,1.0,政府AI投资
2020,阿联酋,2.0,政府AI投资
2021,阿联酋,5.0,政府AI投资
2022,阿联酋,10.0,政府AI投资
2023,阿联酋,15.0,政府AI投资
2024,阿联酋,20.0,政府AI投资
2025,阿联酋,25.0,政府AI投资
2016,韩国,0.5,政府AI投资
2017,韩国,0.7,政府AI投资
2018,韩国,1.0,政府AI投资
2019,韩国,1.2,政府AI投资
2020,韩国,1.5,政府AI投资
2021,韩国,2.0,政府AI投资
2022,韩国,2.5,政府AI投资
2023,韩国,3.0,政府AI投资
2024,韩国,3.5,政府AI投资
2025,韩国,4.0,政府AI投资
2016,中国,20.0,数据中心数量
2017,中国,28.0,数据中心数量
2018,中国,40.0,数据中心数量
2019,中国,65.0,数据中心数量
2020,中国,95.0,数据中心数量
2021,中国,135.0,数据中心数量
2022,中国,175.0,数据中心数量
2023,中国,215.0,数据中心数量
2024,中国,244.0,数据中心数量
2025,中国,252.0,数据中心数量
2016,加拿大,40.0,数据中心数量
2017,加拿大,48.0,数据中心数量
2018,加拿大,60.0,数据中心数量
2019,加拿大,85.0,数据中心数量
2020,加拿大,120.0,数据中心数量
2021,加拿大,165.0,数据中心数量
2022,加拿大,200.0,数据中心数量
2023,加拿大,225.0,数据中心数量
2024,加拿大,237.0,数据中心数量
2025,加拿大,245.0,数据中心数量
2016,印度,4.0,数据中心数量
2017,印度,6.0,数据中心数量
2018,印度,9.0,数据中心数量
2019,印度,15.0,数据中心数量
2020,印度,22.0,数据中心数量
2021,印度,30.0,数据中心数量
2022,印度,38.0,数据中心数量
2023,印度,45.0,数据中心数量
2024,印度,50.0,数据中心数量
2025,印度,55.0,数据中心数量
2016,德国,45.0,数据中心数量
2017,德国,50.0,数据中心数量
2018,德国,58.0,数据中心数量
2019,德国,68.0,数据中心数量
2020,德国,80.0,数据中心数量
2021,德国,90.0,数据中心数量
2022,德国,95.0,数据中心数量
2023,德国,100.0,数据中心数量
2024,德国,102.0,数据中心数量
2025,德国,102.0,数据中心数量
2016,日本,18.0,数据中心数量
2017,日本,25.0,数据中心数量
2018,日本,35.0,数据中心数量
2019,日本,60.0,数据中心数量
2020,日本,95.0,数据中心数量
2021,日本,135.0,数据中心数量
2022,日本,175.0,数据中心数量
2023,日本,205.0,数据中心数量
2024,日本,219.0,数据中心数量
2025,日本,219.0,数据中心数量
2016,法国,30.0,数据中心数量
2017,法国,38.0,数据中心数量
2018,法国,50.0,数据中心数量
2019,法国,75.0,数据中心数量
2020,法国,110.0,数据中心数量
2021,法国,160.0,数据中心数量
2022,法国,210.0,数据中心数量
2023,法国,260.0,数据中心数量
2024,法国,290.0,数据中心数量
2025,法国,308.0,数据中心数量
2016,美国,55.0,数据中心数量
2017,美国,68.0,数据中心数量
2018,美国,85.0,数据中心数量
2019,美国,110.0,数据中心数量
2020,美国,145.0,数据中心数量
2021,美国,185.0,数据中心数量
2022,美国,220.0,数据中心数量
2023,美国,250.0,数据中心数量
2024,美国,279.0,数据中心数量
2025,美国,298.0,数据中心数量
2016,英国,29.0,数据中心数量
2017,英国,35.0,数据中心数量
2018,英国,45.0,数据中心数量
2019,英国,65.0,数据中心数量
2020,英国,90.0,数据中心数量
2021,英国,115.0,数据中心数量
2022,英国,140.0,数据中心数量
2023,英国,155.0,数据中心数量
2024,英国,163.0,数据中心数量
2025,英国,163.0,数据中心数量
2016,阿联酋,30.0,数据中心数量
2017,阿联酋,36.0,数据中心数量
2018,阿联酋,45.0,数据中心数量
2019,阿联酋,70.0,数据中心数量
2020,阿联酋,110.0,数据中心数量
2021,阿联酋,165.0,数据中心数量
2022,阿联酋,220.0,数据中心数量
2023,阿联酋,275.0,数据中心数量
2024,阿联酋,313.0,数据中心数量
2025,阿联酋,318.0,数据中心数量
2016,韩国,29.0,数据中心数量
2017,韩国,34.0,数据中心数量
2018,韩国,42.0,数据中心数量
2019,韩国,55.0,数据中心数量
2020,韩国,75.0,数据中心数量
2021,韩国,105.0,数据中心数量
2022,韩国,135.0,数据中心数量
2023,韩国,155.0,数据中心数量
2024,韩国,173.0,数据中心数量
2025,韩国,234.0,数据中心数量
2016,中国,5632.0,电能生产
2017,中国,6046.0,电能生产
2018,中国,6477.0,电能生产
2019,中国,6807.0,电能生产
2020,中国,6939.0,电能生产
2021,中国,7418.0,电能生产
2022,中国,7609.0,电能生产
2023,中国,8258.0,电能生产
2024,中国,8500.0,电能生产
2025,中国,8800.0,电能生产
2016,加拿大,757.0,电能生产
2017,加拿大,758.0,电能生产
2018,加拿大,762.0,电能生产
2019,加拿大,755.0,电能生产
2020,加拿大,756.0,电能生产
2021,加拿大,755.0,电能生产
2022,加拿大,758.0,电能生产
2023,加拿大,725.0,电能生产
2024,加拿大,709.0,电能生产
2025,加拿大,720.0,电能生产
2016,印度,1455.0,电能生产
2017,印度,1490.0,电能生产
2018,印度,1567.0,电能生产
2019,印度,1603.0,电能生产
2020,印度,1588.0,电能生产
2021,印度,1667.0,电能生产
2022,印度,1736.0,电能生产
2023,印度,1820.0,电能生产
2024,印度,1865.0,电能生产
2025,印度,1920.0,电能生产
2016,德国,648.0,电能生产
2017,德国,655.0,电能生产
2018,德国,646.0,电能生产
2019,德国,612.0,电能生产
2020,德国,571.0,电能生产
2021,德国,585.0,电能生产
2022,德国,586.0,电能生产
2023,德国,567.0,电能生产
2024,德国,592.0,电能生产
2025,德国,610.0,电能生产
2016,日本,1016.0,电能生产
2017,日本,1047.0,电能生产
2018,日本,1084.0,电能生产
2019,日本,1068.0,电能生产
2020,日本,1029.0,电能生产
2021,日本,1034.0,电能生产
2022,日本,1040.0,电能生产
2023,日本,1007.0,电能生产
2024,日本,1010.0,电能生产
2025,日本,1025.0,电能生产
2016,法国,519.0,电能生产
2017,法国,537.0,电能生产
2018,法国,549.0,电能生产
2019,法国,537.0,电能生产
2020,法国,497.0,电能生产
2021,法国,536.0,电能生产
2022,法国,445.0,电能生产
2023,法国,517.0,电能生产
2024,法国,541.0,电能生产
2025,法国,555.0,电能生产
2016,美国,4089.0,电能生产
2017,美国,4058.0,电能生产
2018,美国,4179.0,电能生产
2019,美国,4124.0,电能生产
2020,美国,4005.0,电能生产
2021,美国,4120.0,电能生产
2022,美国,4187.0,电能生产
2023,美国,4194.0,电能生产
2024,美国,4245.0,电能生产
2025,美国,4300.0,电能生产
2016,英国,335.0,电能生产
2017,英国,336.0,电能生产
2018,英国,335.0,电能生产
2019,英国,323.0,电能生产
2020,英国,312.0,电能生产
2021,英国,329.0,电能生产
2022,英国,338.0,电能生产
2023,英国,329.0,电能生产
2024,英国,324.0,电能生产
2025,英国,330.0,电能生产
2016,阿联酋,130.0,电能生产
2017,阿联酋,134.0,电能生产
2018,阿联酋,136.0,电能生产
2019,阿联酋,138.0,电能生产
2020,阿联酋,137.0,电能生产
2021,阿联酋,143.0,电能生产
2022,阿联酋,148.0,电能生产
2023,阿联酋,167.0,电能生产
2024,阿联酋,177.0,电能生产
2025,阿联酋,185.0,电能生产
2016,韩国,574.0,电能生产
2017,韩国,579.0,电能生产
